ListKey	cooling	deck	dishwasher	heating	last_sold	laundry	num_rooms	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore	Street	City	State	Zipcode
380					"192,500"		1	1	0		2.333333333	Condo For Sale	100000		6	"1225 W Greenleaf Ave APT 2W, Chicago, IL60626"	1	1				Coldwell Banker Residential Brokerage - Evanston	http://www.zillow.com/homedetails/1225-W-Greenleaf-Ave-APT-2W-Chicago-IL-60626/70456726_zpid/		73	78	1225 W Greenleaf Ave APT 2W	 Chicago	IL	60626
381					"350,000"		3	1	0		7.333333333	House For Sale	334900		6	"516 Arapaho Trl, Lake Villa, IL60046"	3		3000	2003	15681.6	Coldwell Banker Residential Brokerage - Northwest	http://www.zillow.com/homedetails/516-Arapaho-Trl-Lake-Villa-IL-60046/68135521_zpid/		0	22	516 Arapaho Trl	 Lake Villa	IL	60046
382	1	1	1	1	"177,000"	1	3	1	8		6.666666667	House For Sale	179000		6	"17933 W Kewaunee Dr, Grayslake, IL60030"	3	2	1532	1984	"9,000"	Coldwell Banker Residential Brokerage - Libertyville	http://www.zillow.com/homedetails/17933-W-Kewaunee-Dr-Grayslake-IL-60030/4801089_zpid/		0	14	17933 W Kewaunee Dr	 Grayslake	IL	60030
383		1	1		"338,000"		7	1	2		6.666666667	House For Sale	1495000		6	"1977 Richfield Ave, Highland Park, IL60035"	7		6000	2011	36154.8	Coldwell Banker Residential Brokerage - Deerfield	http://www.zillow.com/homedetails/1977-Richfield-Ave-Highland-Park-IL-60035/4909368_zpid/		0	45	1977 Richfield Ave	 Highland Park	IL	60035
384							2	1	1		1	Condo For Sale	49900	75000	6	"6802 S Crandon Ave APT 1, Chicago, IL60649"	2	2	1800			Chicago Homes RE	http://www.zillow.com/homedetails/6802-S-Crandon-Ave-APT-1-Chicago-IL-60649/4001121_zpid/		64	62	6802 S Crandon Ave APT 1	 Chicago	IL	60649
385							4	1	5		9	Auction	from $280K		6	"1317 E Gartner Rd, Naperville, IL60540"	4		3846	1975	23522.4	HomeSearch.com Realty Services Inc	http://www.zillow.com/homedetails/1317-E-Gartner-Rd-Naperville-IL-60540/4539376_zpid/		0	15	1317 E Gartner Rd	 Naperville	IL	60540
386					"210,000"		3	1	0		3	Auction	from $37K		6	"4832 S Indiana Ave # 101, Chicago, IL60615"	3		2200	2007	435	HomeSearch.com Realty Services Inc	http://www.zillow.com/homedetails/4832-S-Indiana-Ave-101-Chicago-IL-60615/65575995_zpid/		75	74	4832 S Indiana Ave # 101	 Chicago	IL	60615
387					"145,000"		3	1	0		3.666666667	Foreclosure	115000	120000	6	"20018 Orchard Ave, Lynwood, IL60411"	3		1057	1980	"7,150"	Kellie Shannon Realty	http://www.zillow.com/homedetails/20018-Orchard-Ave-Lynwood-IL-60411/4340813_zpid/		0	18	20018 Orchard Ave	 Lynwood	IL	60411
388							4	1	0		4.666666667	Foreclosure	67900		6	"1530 Ridgeland Ave, Berwyn, IL60402"	4	2	1524	1921	"3,125"	REALHome Services and Solutions	http://www.zillow.com/homedetails/1530-Ridgeland-Ave-Berwyn-IL-60402/2104287377_zpid/		0	64	1530 Ridgeland Ave	 Berwyn	IL	60402
389							8	1	0		2.666666667	Foreclosure	55100		6	"1673 Patricia Pl, Calumet City, IL60409"	8	5	4134	1975	"5,000"	George Vlasis Realtors	http://www.zillow.com/homedetails/1673-Patricia-Pl-Calumet-City-IL-60409/2104287357_zpid/		0	35	1673 Patricia Pl	 Calumet City	IL	60409
390					"208,000"		2	1	0		1.666666667	Auction	N/A		6	"1741 N Leclaire Ave, Chicago, IL60639"	2	2	1000	1955	"3,876"		http://www.zillow.com/homedetails/1741-N-Leclaire-Ave-Chicago-IL-60639/3685420_zpid/		61	70	1741 N Leclaire Ave	 Chicago	IL	60639
391					"312,000"		3	1	0		8.333333333	Foreclosure	255000	313000	6	"161 Schreiber Ave, Roselle, IL60172"	3	2	1620	1978	10890	REALHome Services and Solutions	http://www.zillow.com/homedetails/161-Schreiber-Ave-Roselle-IL-60172/3438337_zpid/		0	35	161 Schreiber Ave	 Roselle	IL	60172
392							3	1	0		4.333333333	Foreclosure	23400	69000	6	"2009 Manley Ave, Granite City, IL62040"	3	1		1954	"7,950"	REALHome Services and Solutions	http://www.zillow.com/homedetails/2009-Manley-Ave-Granite-City-IL-62040/4983946_zpid/		0	32	2009 Manley Ave	 Granite City	IL	62040
393	1				"240,170"		8	1	0		6	Foreclosure	164300	209000	6	"21029 Siegel Dr, Crest Hill, IL60403"	3		2014	2005	"10,890"	REALHome Services and Solutions	http://www.zillow.com/homedetails/21029-Siegel-Dr-Crest-Hill-IL-60403/68155938_zpid/		0	8	21029 Siegel Dr	 Crest Hill	IL	60403
394					"255,959"		4	1	0		8.333333333	Foreclosure	275600	274000	6	"16418 Dorchester Pl, Lockport, IL60441"	4	3	2820	2003	"9,375"	REALHome Services and Solutions	http://www.zillow.com/homedetails/16418-Dorchester-Pl-Lockport-IL-60441/61234727_zpid/		0	6	16418 Dorchester Pl	 Lockport	IL	60441
395					"68,000"		2	1	0		2.666666667	Foreclosure	18020	72000	6	"14809 Michigan Ave, Dolton, IL60419"	2	1	1116	1956	"5,000"		http://www.zillow.com/homedetails/14809-Michigan-Ave-Dolton-IL-60419/4252227_zpid/		0	37	14809 Michigan Ave	 Dolton	IL	60419
396					"135,000"		4	1	0		8.666666667	Foreclosure	424000	461000	6	"562 N Park Blvd, Glen Ellyn, IL60137"	4	1	2082	1906	"7,820"	REALHome Services and Solutions	http://www.zillow.com/homedetails/562-N-Park-Blvd-Glen-Ellyn-IL-60137/4437424_zpid/		0	77	562 N Park Blvd	 Glen Ellyn	IL	60137
397							3	1	0		5	Foreclosure	146280	152000	6	"9704 Merrimac Ave, Oak Lawn, IL60453"	3	1	1150	1975	"7,471"	REALHome Services and Solutions	http://www.zillow.com/homedetails/9704-Merrimac-Ave-Oak-Lawn-IL-60453/4065457_zpid/		0	71	9704 Merrimac Ave	 Oak Lawn	IL	60453
398					"144,000"		3	1	0		5	Foreclosure	50900	116000	6	"8949 S Union Ave, Chicago, IL60620"	3	1	1020	1959	"3,149"	REALHome Services and Solutions	http://www.zillow.com/homedetails/8949-S-Union-Ave-Chicago-IL-60620/4118533_zpid/		60	53	8949 S Union Ave	 Chicago	IL	60620
399					"283,000"		2	1	0		6	Foreclosure	190800	191000	6	"3945 Vernon Ave, Brookfield, IL60513"	2	1	1065	1961	10890	REALHome Services and Solutions	http://www.zillow.com/homedetails/3945-Vernon-Ave-Brookfield-IL-60513/3886228_zpid/		0	70	3945 Vernon Ave	 Brookfield	IL	60513
400							5	1	0		2	Foreclosure	60420		6	"1326 S 50th Ct, Cicero, IL60804"	5	2	1776	1916	"3,149"	REALHome Services and Solutions	http://www.zillow.com/homedetails/1326-S-50th-Ct-Cicero-IL-60804/2104287389_zpid/		0	59	1326 S 50th Ct	 Cicero	IL	60804
401							6	1	0		5	Foreclosure	48760	174000	6	"49 N Lotus Ave, Chicago, IL60644"	6	3	2408	1916	"5,445"	REALHome Services and Solutions	http://www.zillow.com/homedetails/49-N-Lotus-Ave-Chicago-IL-60644/2117068424_zpid/		67	75	49 N Lotus Ave	 Chicago	IL	60644
402					"295,000"		4	1	3		8.666666667	Foreclosure	339200	417000	6	"1064 Greenbriar Dr, Glendale Heights, IL60139"	4	2	2682	2002	"8,865"	REALHome Services and Solutions	http://www.zillow.com/homedetails/1064-Greenbriar-Dr-Glendale-Heights-IL-60139/55494315_zpid/		0	35	1064 Greenbriar Dr	 Glendale Heights	IL	60139
403					"234,300"		3	1	0		3.666666667	Foreclosure	146280	221000	6	"423 Slippery Rock Dr, Dixon, IL61021"	3		1786	2006	11761.2		http://www.zillow.com/homedetails/423-Slippery-Rock-Dr-Dixon-IL-61021/91397808_zpid/		0	0	423 Slippery Rock Dr	 Dixon	IL	61021
404	1		1		"185,000"	1	2	1	1		2.333333333	Foreclosure	100700	149000	6	"1181 Hiawatha Dr, Elgin, IL60120"	2	1		1954	"7,200"	REALHome Services and Solutions	http://www.zillow.com/homedetails/1181-Hiawatha-Dr-Elgin-IL-60120/3378067_zpid/		0	49	1181 Hiawatha Dr	 Elgin	IL	60120
405					"77,000"		3	1	0		2.666666667	Foreclosure	54060	52000	6	"3002 N Church St, Rockford, IL61103"	3	2	1343	1958	"7,499"	REALHome Services and Solutions	http://www.zillow.com/homedetails/3002-N-Church-St-Rockford-IL-61103/5541918_zpid/		0	38	3002 N Church St	 Rockford	IL	61103
406					"202,000"		2	1	0		6.666666667	Foreclosure	134900	134000	6	"573 Lancaster Dr, Pingree Grove, IL60140"	2		1559	2006	"1,650"	REALHome Services and Solutions	http://www.zillow.com/homedetails/573-Lancaster-Dr-Pingree-Grove-IL-60140/72349661_zpid/		0	3	573 Lancaster Dr	 Pingree Grove	IL	60140
407							3	1	0		6.666666667	Foreclosure	47500	78000	6	"333 Flora Ave, Flora, IL62839"	3	1	1374	1919	14374.8		http://www.zillow.com/homedetails/333-Flora-Ave-Flora-IL-62839/120195333_zpid/		0	25	333 Flora Ave	 Flora	IL	62839
408					"200,000"		3	1	0		6.333333333	For Sale by Owner	218000	153000	6	"31 Oakwood Pl, Jerseyville, IL62052"	3	3	1857	1951			http://www.zillow.com/homedetails/31-Oakwood-Pl-Jerseyville-IL-62052/97916478_zpid/		0	24	31 Oakwood Pl	 Jerseyville	IL	62052
409					"103,000"		3	1	0		7.666666667	For Sale by Owner	105900	97000	6	"710 W Davison St, Roanoke, IL61561"	3	2	1500		"9,000"		http://www.zillow.com/homedetails/710-W-Davison-St-Roanoke-IL-61561/5582812_zpid/		0	30	710 W Davison St	 Roanoke	IL	61561
410							4	1	0		5.333333333	Foreclosure	189900	260000	6	"3 Wood Duck Ln, Ottawa, IL61350"	4	2	2700	1993	30492		http://www.zillow.com/homedetails/3-Wood-Duck-Ln-Ottawa-IL-61350/115648351_zpid/		0	0	3 Wood Duck Ln	 Ottawa	IL	61350
411					"43,700"		3	1	0		3.666666667	Foreclosure	44900	98000	6	"12351 S May St, Calumet Park, IL60827"	3	1	1221	1946	"5,375"		http://www.zillow.com/homedetails/12351-S-May-St-Calumet-Park-IL-60827/4160976_zpid/		0	49	12351 S May St	 Calumet Park	IL	60827
412					"213,000"		3	1	0		2.666666667	Foreclosure	159900	151000	6	"1880 Carl Dr, Round Lake Beach, IL60073"	3	2	1740	1989	"6,364"		http://www.zillow.com/homedetails/1880-Carl-Dr-Round-Lake-Beach-IL-60073/4774198_zpid/		0	24	1880 Carl Dr	 Round Lake Beach	IL	60073
413							3	1	0		3	House For Sale	140500		6	"1503 E 72nd St, Chicago, IL60619"	3	3	1387			Chicago Homes RE	http://www.zillow.com/homedetails/1503-E-72nd-St-Chicago-IL-60619/2104287692_zpid/		63	80	1503 E 72nd St	 Chicago	IL	60619
414						1	5	1	0		4.333333333	Home For Sale	31900	105000	6	"105 Silver Cir, Manteno, IL60950"	2	2		1993		Rosenboom Realty	http://www.zillow.com/homedetails/105-Silver-Cir-Manteno-IL-60950/2119374132_zpid/		0	22	105 Silver Cir	 Manteno	IL	60950
415			1		"495,000"	1	5	1	6		9.666666667	House For Sale	610000	525000	6	"2303 Comstock Ln, Naperville, IL60564"	5		3673	1996		ReMax Action	http://www.zillow.com/homedetails/2303-Comstock-Ln-Naperville-IL-60564/5367064_zpid/		0	7	2303 Comstock Ln	 Naperville	IL	60564
416	1	1	1	1	"97,000"	1	3	1	1	1	8.333333333	House For Sale	95000	92000	6	"115 W Iowa St, Trenton, IL62293"	3	1		2000		RE/MAX PREFERRED - OFALLON	http://www.zillow.com/homedetails/115-W-Iowa-St-Trenton-IL-62293/89716367_zpid/		0	41	115 W Iowa St	 Trenton	IL	62293
417	1			1	"104,000"		3	1	1		5	House For Sale	114900	125000	6	"8 Tiemann Dr, Collinsville, IL62234"	3	1	2065	1964	13068	RE/MAX ALLIANCE	http://www.zillow.com/homedetails/8-Tiemann-Dr-Collinsville-IL-62234/4936476_zpid/		0	21	8 Tiemann Dr	 Collinsville	IL	62234
418	1		1	1	"84,000"		3	1	0		8.5	Foreclosure	76650		6	"205 Jacob Ct, Saint Jacob, IL62281"	3	3	1904	1964		CENTURY 21 Bailey & Co.	http://www.zillow.com/homedetails/205-Jacob-Ct-Saint-Jacob-IL-62281/4923498_zpid/		0	20	205 Jacob Ct	 Saint Jacob	IL	62281
419	1	1		1		1	3	1	2	1	4	House For Sale	74000		6	"4193 State Route 162, Granite City, IL62040"	3	1	1530	1955		CENTURY 21 Bailey & Co.	http://www.zillow.com/homedetails/4193-State-Route-162-Granite-City-IL-62040/4960723_zpid/		0	8	4193 State Route 162	 Granite City	IL	62040
420	1	1	1	1	"136,000"		8	1	2	1	6	House For Sale	225000	186000	6	"26 Ernst Dr, Glen Carbon, IL62034"	3	3	2400	1990	31798.8	RE/MAX INTEGRITY REALTY CENTRE	http://www.zillow.com/homedetails/26-Ernst-Dr-Glen-Carbon-IL-62034/4952486_zpid/		0	17	26 Ernst Dr	 Glen Carbon	IL	62034
421	1		1	1		1	4	1	2	1	6	House For Sale	179900	113000	6	"421 E C St, Belleville, IL62220"	4	3	3004	1872		RE/MAX PREFERRED	http://www.zillow.com/homedetails/421-E-C-St-Belleville-IL-62220/5277501_zpid/		0	73	421 E C St	 Belleville	IL	62220
422	1			1	"62,500"	1	2	1	1		4	House For Sale	56900	45000	6	"425 10th St, Moline, IL61265"	2	1	1108	1892	"6,098"	RE/MAX Elite Homes	http://www.zillow.com/homedetails/425-10th-St-Moline-IL-61265/5195016_zpid/		0	75	425 10th St	 Moline	IL	61265
423	1	1	1	1			8	1	4		6	House For Sale	225000		6	"(Undisclosed Address), Hazel Crest, IL60429"	4	3	3862	1996		Robin Saka	http://www.zillow.com/homedetails/(Undisclosed-Address)-Hazel-Crest-IL-60429/2104288074_zpid/		0	48	(Undisclosed Address)	 Hazel Crest	IL	60429
424							0	1	0		9	Lot/Land For Sale	375000		6	"(Undisclosed Address), Orland Park, IL60467"					108900	Century 21 Pro-Team	http://www.zillow.com/homedetails/(Undisclosed-Address)-Orland-Park-IL-60467/2104288210_zpid/		0	13	(Undisclosed Address)	 Orland Park	IL	60467
425	1	1		1			7	1	2		3	House For Sale	80000		6	"(Undisclosed Address), Country Club Hills, IL60478"	3	2	1273	1977	"7,318"	Prospect Equities	http://www.zillow.com/homedetails/(Undisclosed-Address)-Country-Club-Hills-IL-60478/2104288144_zpid/		0	28	(Undisclosed Address)	 Country Club Hills	IL	60478
426	1		1	1	"130,000"		7	1	2		3.666666667	House For Sale	124000	106000	6	"3507 Peoria St, Steger, IL60475"	3	2	1351	1959		Century 21 Pro-Team	http://www.zillow.com/homedetails/3507-Peoria-St-Steger-IL-60475/72602296_zpid/		0	61	3507 Peoria St	 Steger	IL	60475
427	1	1		1	"41,000"		4	1	2		8.333333333	House For Sale	65000	205000	6	"728 Lathem St, Batavia, IL60510"	2	3		1950	20037.6	Remax of Naperville	http://www.zillow.com/homedetails/728-Lathem-St-Batavia-IL-60510/4673733_zpid/		0	25	728 Lathem St	 Batavia	IL	60510
428	1			1			6	1	0		3.333333333	House For Sale	99900		6	"N Harding Ave, Chicago, IL60651"	3	2	1032	1904		Remax of Naperville	http://www.zillow.com/homedetails/N-Harding-Ave-Chicago-IL-60651/2118676025_zpid/		62	70	N Harding Ave	 Chicago	IL	60651
429	1	1		1			8	1	9	1	7	House For Sale	439900		6	"(Undisclosed Address), Yorkville, IL60560"	4	4	4757	2005	47916	Century 21 Pro-Team	http://www.zillow.com/homedetails/(Undisclosed-Address)-Yorkville-IL-60560/2104288212_zpid/		0	6	(Undisclosed Address)	 Yorkville	IL	60560
430	1		1	1			7	1	1		4.333333333	House For Sale	159400		6	"S Ridgeland Ave, Chicago, IL60617"	2	2	1200	1948	"3,977"	Robin Saka	http://www.zillow.com/homedetails/S-Ridgeland-Ave-Chicago-IL-60617/2130075524_zpid/		58	57	S Ridgeland Ave	 Chicago	IL	60617
431	1		1	1	"271,000"	1	4	1	0		9.666666667	House For Sale	325000	285000	6	"2355 Trowbridge Way, Lisle, IL60532"	4	3	2129	1988	"4,900"	Baird & Warner Real Estate	http://www.zillow.com/homedetails/2355-Trowbridge-Way-Lisle-IL-60532/4540774_zpid/		0	49	2355 Trowbridge Way	 Lisle	IL	60532
432	1		1	1		1	3	1	2		7	Townhouse For Sale	339900		6	"(Undisclosed Address), Wheeling, IL60090"	3	4	2000	1989		Re/Max Advisors	http://www.zillow.com/homedetails/(Undisclosed-Address)-Wheeling-IL-60090/2104288241_zpid/		0	35	(Undisclosed Address)	 Wheeling	IL	60090
433	1		1	1	"266,500"	1	6	1	2		6.333333333	Townhouse For Sale	250000	194000	6	"1719 Maple Ave, Hanover Park, IL60133"	2	3	1664	2007	"1,538"	RE/MAX Suburban	http://www.zillow.com/homedetails/1719-Maple-Ave-Hanover-Park-IL-60133/87707985_zpid/		0	Not available	1719 Maple Ave	 Hanover Park	IL	60133
434	1		1	1		1	7	1	1	1	5.666666667	House For Sale	119900		6	"(Undisclosed Address), Dekalb, IL60115"	3	2	1600	1910	"7,339"	Elm Street Realtors	http://www.zillow.com/homedetails/(Undisclosed-Address)-Dekalb-IL-60115/2104288101_zpid/		0	44	(Undisclosed Address)	 Dekalb	IL	60115
435	1		1	1	"360,000"	1	8	1	2		9.666666667	House For Sale	415000	372000	6	"502 S Stuart Ln, Palatine, IL60067"	4	3	1994	1963	"8,398"	"Cornerstone Realty and Rentals, Inc."	http://www.zillow.com/homedetails/502-S-Stuart-Ln-Palatine-IL-60067/3267179_zpid/		0	23	502 S Stuart Ln	 Palatine	IL	60067
436	1		1	1		1	6	1	2		6.666666667	Townhouse For Sale	159900		6	"(Undisclosed Address), Elgin, IL60123"	3	3	1584	1999		CENTURY 21 1ST CLASS HOMES	http://www.zillow.com/homedetails/(Undisclosed-Address)-Elgin-IL-60123/2104288045_zpid/		0	10	(Undisclosed Address)	 Elgin	IL	60123
437	1	1	1	1		1	4	1	2		7	House For Sale	325000		6	"(Undisclosed Address), Plainfield, IL60544"	4	3	3185	2001	"9,147"	RE/MAX Cornerstone	http://www.zillow.com/homedetails/(Undisclosed-Address)-Plainfield-IL-60544/2104288305_zpid/		0	7	(Undisclosed Address)	 Plainfield	IL	60544
438	1			1			8	1	2		2.333333333	House For Sale	190000		6	"S Campbell Ave, Chicago, IL60652"	4	3		1946	"3,781"	Kale Realty	http://www.zillow.com/homedetails/S-Campbell-Ave-Chicago-IL-60652/2134705770_zpid/		59	66	S Campbell Ave	 Chicago	IL	60652
439				1			1	1	0		3	Foreclosure	58800		6	"2730 W Wilcox St, Chicago, IL60612"	5			1905	"2,178"	Homepath	http://www.zillow.com/homedetails/2730-W-Wilcox-St-Chicago-IL-60612/2104288334_zpid/		78	71	2730 W Wilcox St	 Chicago	IL	60612
440	1			1	"114,000"	1	9	1	2		3.333333333	Foreclosure	159900		6	"1514 Clarence Ave, Berwyn, IL60402"	4	2	3528	1962	"3,528"	"Oak Park - WEICHERT, REALTORS  - Nickel Group"	http://www.zillow.com/homedetails/1514-Clarence-Ave-Berwyn-IL-60402/3819433_zpid/		0	62	1514 Clarence Ave	 Berwyn	IL	60402
441	1		1	1	"316,000"	1	4	1	2		6.666666667	House For Sale	309900	328000	6	"226 Weston Ct, Bartlett, IL60103"	4	3	2613	2004	"8,807"	RE/MAX Excels	http://www.zillow.com/homedetails/226-Weston-Ct-Bartlett-IL-60103/65544269_zpid/		0	3	226 Weston Ct	 Bartlett	IL	60103
442	1		1	1		1	5	1	2		7.666666667	Condo For Sale	118900		6	"113 Penny Ln # 1, Sycamore, IL60178"	2	2	1360	2005		Re/Max Classic	http://www.zillow.com/homedetails/113-Penny-Ln-1-Sycamore-IL-60178/2104288307_zpid/		0	11	113 Penny Ln # 1	 Sycamore	IL	60178
443	1	1	1	1	"762,000"	1	9	1	2		3.666666667	House For Sale	472500	620000	6	"4534 N Albany Ave, Chicago, IL60625"	4	4	2790	1913	"3,750"	Goodwill Realty Group	http://www.zillow.com/homedetails/4534-N-Albany-Ave-Chicago-IL-60625/101479057_zpid/		61	89	4534 N Albany Ave	 Chicago	IL	60625
444	1			1			9	1	4		6.333333333	House For Sale	359900		6	"Easton View Ln, ROCKFORD, IL61107"	5	4	4277	1981	108900	Re/Max Classic	http://www.zillow.com/homedetails/Easton-View-Ln-Rockford-IL-61107/2116661561_zpid/		0	6	Easton View Ln	 ROCKFORD	IL	61107
445	1	1	1	1	"325,000"	1	8	1	0		9.666666667	Townhouse For Sale	369000	343000	6	"1871 Crenshaw Cir, Vernon Hills, IL60061"	3	3	2245	2004		RE/MAX Showcase	http://www.zillow.com/homedetails/1871-Crenshaw-Cir-Vernon-Hills-IL-60061/68153392_zpid/	1	0	43	1871 Crenshaw Cir	 Vernon Hills	IL	60061
446	1		1	1	"238,000"	1	5	1	3		7	House For Sale	264900	148000	6	"500 N Grand Ave, Auburn, IL62615"	5	4	3281		13503.6	1 CALL REAL ESTATE PROFESSIONALS	http://www.zillow.com/homedetails/500-N-Grand-Ave-Auburn-IL-62615/120202131_zpid/		0	31	500 N Grand Ave	 Auburn	IL	62615
447	1			1		1	4	1	2		4	House For Sale	38900	53000	6	"311 W 1st North St, Tamaroa, IL62888"	1	1	1040	1936	16117.2	Shamrock Real Estate P	http://www.zillow.com/homedetails/311-W-1st-North-St-Tamaroa-IL-62888/2113692546_zpid/		0	14	311 W 1st North St	 Tamaroa	IL	62888
448				1			3	1	0		0.666666667	House For Sale	14900	31000	6	"2800 W Montana St, Peoria, IL61605"	3	1	1154	1920		Keller Williams Premier Realty	http://www.zillow.com/homedetails/2800-W-Montana-St-Peoria-IL-61605/5165245_zpid/		0	17	2800 W Montana St	 Peoria	IL	61605
449	1	1	1	1	"170,000"	1	3	1	0		6	House For Sale	214900	177000	6	"5702 Stonewood Ct, Peoria, IL61615"	3	3	1866	2001	"10,018"	Keller Williams Premier Realty	http://www.zillow.com/homedetails/5702-Stonewood-Ct-Peoria-IL-61615/64805058_zpid/		0	9	5702 Stonewood Ct	 Peoria	IL	61615
450	1		1	1		1	4	1	2	1	6.333333333	House For Sale	1895000		6	"228 N Oak St LOT B, Hinsdale, IL60521"	4	6	4500	1992		Village Sotheby's International Realty	http://www.zillow.com/homedetails/228-N-Oak-St-LOT-B-Hinsdale-IL-60521/2104289085_zpid/		0	52	228 N Oak St LOT B	 Hinsdale	IL	60521
451	1			1	"31,000"		3	1	0		2.333333333	Foreclosure	22500	67000	6	"7337 S South Shore Dr APT 509, Chicago, IL60649"	1	1		1962		Homepath	http://www.zillow.com/homedetails/7337-S-South-Shore-Dr-APT-509-Chicago-IL-60649/4025405_zpid/		62	68	7337 S South Shore Dr APT 509	 Chicago	IL	60649
452					"50,000"		4	1	6		4.333333333	House For Sale	299500	176000	6	"807 Wendall Ave, West Chicago, IL60185"	4	3	1423	1870	"6,712"	Daniel and Associates Real Estate	http://www.zillow.com/homedetails/807-Wendall-Ave-West-Chicago-IL-60185/4417175_zpid/		0	54	807 Wendall Ave	 West Chicago	IL	60185
453							1	1	0		5.666666667	House For Sale	66900	93000	6	"4880 N Marine Dr APT 205, Chicago, IL60640"	1	1		1953		In Town Realty Group Inc.	http://www.zillow.com/homedetails/4880-N-Marine-Dr-APT-205-Chicago-IL-60640/3702362_zpid/		74	75	4880 N Marine Dr APT 205	 Chicago	IL	60640
454	1	1		1			9	1	6		2.666666667	House For Sale	129900	74000	6	"1209 Barberry Ln, Round Lake Beach, IL60073"	3	1	1000	1957	"10,454"	"Evans Realtors, Inc."	http://www.zillow.com/homedetails/1209-Barberry-Ln-Round-Lake-Beach-IL-60073/4776730_zpid/		0	33	1209 Barberry Ln	 Round Lake Beach	IL	60073
455	1	1	1	1		1	8	1	2	1	5.666666667	House For Sale	255000	282000	6	"706 Illinois St, Lemont, IL60439"	2	3	1450	1994	"4,647"	RE/MAX Synergy	http://www.zillow.com/homedetails/706-Illinois-St-Lemont-IL-60439/4028864_zpid/		0	52	706 Illinois St	 Lemont	IL	60439
456	1		1	1		1	4	1	1		8.666666667	Condo For Sale	85000		6	"2 Echo Ct APT 1, Vernon Hills, IL60061"	1	2		1979		"CENTURY 21 Kreuser & Seiler, Ltd."	http://www.zillow.com/homedetails/2-Echo-Ct-APT-1-Vernon-Hills-IL-60061/4848853_zpid/		0	27	2 Echo Ct APT 1	 Vernon Hills	IL	60061
457	1		1	1	"674,667"	1	8	1	2		6.333333333	House For Sale	979000	789000	6	"1202 Burr Ridge Clb, Burr Ridge, IL60527"	3	3	2928	1977		"Brush Hill Inc, Realtors"	http://www.zillow.com/homedetails/1202-Burr-Ridge-Clb-Burr-Ridge-IL-60527/4574213_zpid/	1	0	3	1202 Burr Ridge Clb	 Burr Ridge	IL	60527
458	1		1	1	"202,000"	1	5	1	1		7.333333333	Townhouse For Sale	150000	137000	6	"102 Stirling Ln UNIT V2, Schaumburg, IL60194"	2	2	1100	1991		RE/MAX Unlimited Northwest	http://www.zillow.com/homedetails/102-Stirling-Ln-UNIT-V2-Schaumburg-IL-60194/3416009_zpid/		0	44	102 Stirling Ln UNIT V2	 Schaumburg	IL	60194
459	1		1	1	"26,500"	1	8	1	1		3.333333333	House For Sale	84900	69000	6	"1416 N 17th St, Mount Vernon, IL62864"	3	1	1064	1948	"9,452"	RE/MAX Elite	http://www.zillow.com/homedetails/1416-N-17th-St-Mount-Vernon-IL-62864/84788294_zpid/		0	48	1416 N 17th St	 Mount Vernon	IL	62864
460	1		1	1	"191,000"	1	8	1	2		3.666666667	House For Sale	349000	516000	6	"2328 W Jackson Blvd, Chicago, IL60612"	4		2100	2006	"3,920"	@properties	http://www.zillow.com/homedetails/2328-W-Jackson-Blvd-Chicago-IL-60612/80858245_zpid/		77	81	2328 W Jackson Blvd	 Chicago	IL	60612
461	1						1	1	0		5.333333333	Condo For Sale	268030	274000	6	"50 E 16th St UNIT 1211, Chicago, IL60616"	1	1		2008		@properties	http://www.zillow.com/homedetails/50-E-16th-St-UNIT-1211-Chicago-IL-60616/113951171_zpid/		84	90	50 E 16th St UNIT 1211	 Chicago	IL	60616
462	1						1	1	0		5.333333333	Condo For Sale	323000	322000	6	"50 E 16th St UNIT 1212, Chicago, IL60616"	1	1	1091	2008		@properties	http://www.zillow.com/homedetails/50-E-16th-St-UNIT-1212-Chicago-IL-60616/113964345_zpid/		84	90	50 E 16th St UNIT 1212	 Chicago	IL	60616
463	1		1	1	"229,500"	1	4	1	0		7	Condo For Sale	215000	226000	6	"438 W Surf St # 3B, CHICAGO, IL60657"	2	1		1925		@properties	http://www.zillow.com/homedetails/438-W-Surf-St-3B-Chicago-IL-60657/3720987_zpid/		79	91	438 W Surf St # 3B	 CHICAGO	IL	60657
464	1		1	1	"170,000"		8	1	2		7.333333333	House For Sale	410000	278000	6	"4235 N Marmora Ave, Chicago, IL60634"	3	3	1500	1920	"3,750"	@properties	http://www.zillow.com/homedetails/4235-N-Marmora-Ave-Chicago-IL-60634/3652989_zpid/		56	65	4235 N Marmora Ave	 Chicago	IL	60634
465					"97,000"		2	1	0		6.333333333	Auction	from $10K		6	"710 Harrison St, Jerseyville, IL62052"	2	1	1102	1900	"6,969"	Auction.com	http://www.zillow.com/homedetails/710-Harrison-St-Jerseyville-IL-62052/97916908_zpid/		0	43	710 Harrison St	 Jerseyville	IL	62052
466							2	1	0		6.666666667	Auction	from $10K		6	"900 W Sunset Dr 106 APT 106, Glenwood, IL60425"	2	2		1970	435	Auction.com	http://www.zillow.com/homedetails/900-W-Sunset-Dr-106-APT-106-Glenwood-IL-60425/2104290931_zpid/		0	38	900 W Sunset Dr 106 APT 106	 Glenwood	IL	60425
