ListKey	cooling	deck	dishwasher	heating	last_sold	laundry	num_rooms	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore	Street	City	State	Zipcode
85	1		1	1		1	4	1	2		9	House For Sale	220000	236000		"1775 Bradford Ln, Crystal Lake, IL60014"	4	3	2371	1990	"10,328"	Remax Plaza	http://www.zillow.com/homedetails/1775-Bradford-Ln-Crystal-Lake-IL-60014/5074284_zpid/		0	25	1775 Bradford Ln	 Crystal Lake	IL	60014
86					"176,500"		3	1	0		3	House For Sale	189900	145000		"14920 Kilbourne Ave, Midlothian, IL60445"	3	2	1400	1996	"6,300"		http://www.zillow.com/homedetails/14920-Kilbourne-Ave-Midlothian-IL-60445/4214137_zpid/		0	31	14920 Kilbourne Ave	 Midlothian	IL	60445
87							4	1	0		2.333333333	House For Sale	159000	74000		"1842 S 15th Ave, Broadview, IL60155"	4	2	1500	1907	25	LAKEWEST REALTY	http://www.zillow.com/homedetails/1842-S-15th-Ave-Broadview-IL-60155/3767588_zpid/		0	44	1842 S 15th Ave	 Broadview	IL	60155
88					"399,000"		5	1	0		5.333333333	House For Sale	399000			"5927 S Melvina Ave, Chicago, IL60638"	5		3000	2014	"4,389"	BHHS KoenigRubloff Realty Group	http://www.zillow.com/homedetails/5927-S-Melvina-Ave-Chicago-IL-60638/2109012697_zpid/		0	30	5927 S Melvina Ave	 Chicago	IL	60638
89				1			1	1	2		2.333333333	Apartment For Sale	59900			"E 79th St, Chicago, IL60649"	5			1888		Realty Executives Ambassador	http://www.zillow.com/homedetails/E-79th-St-Chicago-IL-60649/2137161170_zpid/		65	64	E 79th St	 Chicago	IL	60649
90	1	1	1	1	"275,000"		7	1	2		9	House For Sale	299000	178000		"11001 S Saint Louis Ave, Chicago, IL60655"	3	3	1450	1940	"3,685"	OnLineRealtyProfessionals.com	http://www.zillow.com/homedetails/11001-S-Saint-Louis-Ave-Chicago-IL-60655/4084054_zpid/		39	68	11001 S Saint Louis Ave	 Chicago	IL	60655
91	1			1		1	9	1	1		3.333333333	House For Sale	112500	71000		"6641 S Maplewood Ave, Chicago, IL60629"	5	2	3000	1918	"3,750"	Century 21 Pro-Team	http://www.zillow.com/homedetails/6641-S-Maplewood-Ave-Chicago-IL-60629/3956225_zpid/		59	71	6641 S Maplewood Ave	 Chicago	IL	60629
92							3	1	0		2.333333333	House For Sale	79900	83000	2	"15879 Perrysville Rd, Danville, IL61834"	3		1242	1965	18730.8	Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/15879-Perrysville-Rd-Danville-IL-61834/80289230_zpid/		0	0	15879 Perrysville Rd	 Danville	IL	61834
93							0	1	0		6.333333333	Lot/Land For Sale	54900		2	"203 Candlewick Dr NE, Poplar Grove, IL61065"					"10,454"	Interdome Realty	http://www.zillow.com/homedetails/203-Candlewick-Dr-NE-Poplar-Grove-IL-61065/2104252960_zpid/		0	15	203 Candlewick Dr NE	 Poplar Grove	IL	61065
94				1			2	1	0		2.333333333	Condo For Sale	189900		2	"3843 W Altgeld St, Chicago, IL60647"	2	2	1000			"CENTURY 21 McMullen Real Estate, Inc."	http://www.zillow.com/homedetails/3843-W-Altgeld-St-Chicago-IL-60647/2104253378_zpid/		66	Not available	3843 W Altgeld St	 Chicago	IL	60647
95	1			1			6	1	2		4.666666667	Foreclosure	158000		2	"17604 Gilbert Dr # 17604, Lockport, IL60441"	2	3	1392	2003		Homepath	http://www.zillow.com/homedetails/17604-Gilbert-Dr-17604-Lockport-IL-60441/2104253401_zpid/		0	0	17604 Gilbert Dr # 17604	 Lockport	IL	60441
96							7	1	0		7.333333333	Apartment For Sale	339900		2	"318 N 3rd Ave, Des Plaines, IL60016"	7	4		1965		Coldwell Banker Residential Brokerage - La Grange	http://www.zillow.com/homedetails/318-N-3rd-Ave-Des-Plaines-IL-60016/2104253435_zpid/		0	26	318 N 3rd Ave	 Des Plaines	IL	60016
97					"305,000"		3	1	0		7.333333333	House For Sale	249600		2	"1409 W Willow Ln, Mount Prospect, IL60056"	3		1388	1963	"8,097"	Coldwell Banker Residential Brokerage - Northwest	http://www.zillow.com/homedetails/1409-W-Willow-Ln-Mount-Prospect-IL-60056/3454194_zpid/		0	57	1409 W Willow Ln	 Mount Prospect	IL	60056
98							3	1	0		3.666666667	House For Sale	120000		2	"(Undisclosed Address), Chicago, IL60652"	3	1		1957		Real People Realty	http://www.zillow.com/homedetails/(Undisclosed-Address)-Chicago-IL-60652/2104253797_zpid/		63	53	(Undisclosed Address)	 Chicago	IL	60652
99			1		"280,000"		5	1	0		9	House For Sale	569900		2	"517 S School St, Mount Prospect, IL60056"	5		3875	1960	"9,997"	Coldwell Banker Residential Brokerage - Edgebrook	http://www.zillow.com/homedetails/517-S-School-St-Mount-Prospect-IL-60056/3450861_zpid/		0	52	517 S School St	 Mount Prospect	IL	60056
100			1		"408,000"		5	1	3		8	House For Sale	465000		2	"2346 Adler Ct, Lisle, IL60532"	5		2840	1981	"10,502"	Coldwell Banker Residential Brokerage - Downers Grove	http://www.zillow.com/homedetails/2346-Adler-Ct-Lisle-IL-60532/4528695_zpid/		0	16	2346 Adler Ct	 Lisle	IL	60532
101	1			1	"158,000"	1	3	1	1		4.666666667	Condo For Sale	144900	146000	2	"720 W Gordon Ter APT 14F, Chicago, IL60613"	1	1		1966		Dream Town Realty	http://www.zillow.com/homedetails/720-W-Gordon-Ter-APT-14F-Chicago-IL-60613/3704426_zpid/		80	80	720 W Gordon Ter APT 14F	 Chicago	IL	60613
102	1		1		"140,000"	1	7	1	2		3.666666667	House For Sale	159900		2	"1405 N Magnolia Dr, Marion, IL62959"	3	2	1726	1995	14810.4	Coldwell Banker Prime Realty	http://www.zillow.com/homedetails/1405-N-Magnolia-Dr-Marion-IL-62959/84871009_zpid/		0	8	1405 N Magnolia Dr	 Marion	IL	62959
103	1	1	1	1			3	1	2		8.333333333	House For Sale	299900	276000	2	"1083 Winborne Rd, Davis, IL61019"	3	2	2470	2008	15246	Morgan Realty Inc.	http://www.zillow.com/homedetails/1083-Winborne-Rd-Davis-IL-61019/2131707011_zpid/	1	0	1	1083 Winborne Rd	 Davis	IL	61019
104	1		1	1	"137,000"		5	1	1		8.333333333	Condo For Sale	109000	123000	2	"420 Home Ave APT 205N, Oak Park, IL60302"	2	2	1000	1972		"Re/Max In The Village, Realtors"	http://www.zillow.com/homedetails/420-Home-Ave-APT-205N-Oak-Park-IL-60302/3805705_zpid/		0	84	420 Home Ave APT 205N	 Oak Park	IL	60302
105	1		1	1	"187,000"	1	5	1	1		8.666666667	Condo For Sale	146900	134000	2	"245 Memory Ln UNIT 3, Westmont, IL60559"	2	2	1020	1984		Baird & Warner Real Estate	http://www.zillow.com/homedetails/245-Memory-Ln-UNIT-3-Westmont-IL-60559/4584263_zpid/		0	32	245 Memory Ln UNIT 3	 Westmont	IL	60559
106	1		1	1		1	9	1	2		8	Townhouse For Sale	189900		2	"775 Daybreak Ln # 775, Carol Stream, IL60188"	3	3		1992		REMAX UNITED	http://www.zillow.com/homedetails/775-Daybreak-Ln-775-Carol-Stream-IL-60188/2104255350_zpid/		0	45	775 Daybreak Ln # 775	 Carol Stream	IL	60188
107	1	1		1			8	1	2		5.666666667	House For Sale	375000	194000	2	"2649 Clarke St, River Grove, IL60171"	4	4	2300	2005	"2,843"	REMAX UNITED	http://www.zillow.com/homedetails/2649-Clarke-St-River-Grove-IL-60171/3606102_zpid/		0	42	2649 Clarke St	 River Grove	IL	60171
108	1			1			3	1	1		6	House For Sale	197000	121000	2	"108 Sundown Rdg, Maryville, IL62062"	3	4	2577	2000		RE/MAX PREFERRED PARTNERS	http://www.zillow.com/homedetails/108-Sundown-Rdg-Maryville-IL-62062/2106474477_zpid/		0	0	108 Sundown Rdg	 Maryville	IL	62062
109					"165,000"		3	1	0		6	House For Sale	169900	144000	2	"1105 Drayton St, Normal, IL61761"	3	3	2592	2002		RE/MAX CHOICE	http://www.zillow.com/homedetails/1105-Drayton-St-Normal-IL-61761/76959292_zpid/		0	11	1105 Drayton St	 Normal	IL	61761
110					"399,500"		4	1	0		6.333333333	House For Sale	639000	582000	2	"236 S Bruner St, Hinsdale, IL60521"	4	3	1500	1929	"6,150"	Berkshire Hathaway HomeServices KoenigRubloff Realty Group	http://www.zillow.com/homedetails/236-S-Bruner-St-Hinsdale-IL-60521/4570920_zpid/		0	51	236 S Bruner St	 Hinsdale	IL	60521
111	1		1	1	"331,500"		4	1	0		6.5	House For Sale	349900	351000	2	"5968 Danielle Ln, Yorkville, IL60560"	4		3011	2003	51836.4	Berkshire Hathaway HomeServices KoenigRubloff Realty Group	http://www.zillow.com/homedetails/5968-Danielle-Ln-Yorkville-IL-60560/68137573_zpid/		0	11	5968 Danielle Ln	 Yorkville	IL	60560
112	1	1	1	1	"98,000"		5	1	1		6.666666667	Condo For Sale	87900	101000	2	"920 Vose Dr APT 403, Gurnee, IL60031"	2	2	1200	1978		RE/MAX Center	http://www.zillow.com/homedetails/920-Vose-Dr-APT-403-Gurnee-IL-60031/4800937_zpid/		0	3	920 Vose Dr APT 403	 Gurnee	IL	60031
113	1		1	1	"284,000"	1	7	1	2		3.666666667	House For Sale	229950	225000	3	"1447 Bristol Ave, Westchester, IL60154"	3	2	1210	1948	"6,550"	@properties	http://www.zillow.com/homedetails/1447-Bristol-Ave-Westchester-IL-60154/3773954_zpid/	1	0	30	1447 Bristol Ave	 Westchester	IL	60154
114	1						1	1	0		4	Condo For Sale	150000		3	"3506 S State St APT 202, Chicago, IL60609"	1	1		2007		@properties	http://www.zillow.com/homedetails/3506-S-State-St-APT-202-Chicago-IL-60609/2104256327_zpid/		79	76	3506 S State St APT 202	 Chicago	IL	60609
115	1		1			1	3	1	0		7.333333333	Condo For Sale	670000	532000	3	"3161 N Halsted St APT 301, Chicago, IL60657"	3		1600	2008		@properties	http://www.zillow.com/homedetails/3161-N-Halsted-St-APT-301-Chicago-IL-60657/2118668608_zpid/		85	97	3161 N Halsted St APT 301	 Chicago	IL	60657
116	1	1		1	"365,000"	1	2	1	1	1	7.333333333	Townhouse For Sale	385000	360000	3	"1130 W Cornelia Ave APT J, Chicago, IL60657"	2	2	1800	1947		@properties	http://www.zillow.com/homedetails/1130-W-Cornelia-Ave-APT-J-Chicago-IL-60657/3712229_zpid/		84	89	1130 W Cornelia Ave APT J	 Chicago	IL	60657
117	1		1		"433,000"	1	9	1	0		9.666666667	House For Sale	510000	467000	3	"1133 Oxford Ln, Lake Zurich, IL60047"	4		2788	1991	"10,813"	@properties	http://www.zillow.com/homedetails/1133-Oxford-Ln-Lake-Zurich-IL-60047/4872685_zpid/		0	3	1133 Oxford Ln	 Lake Zurich	IL	60047
118	1		1		"1,150,000"	1	9	1	5		9.666666667	House For Sale	1399000	1220000	3	"325 Mckinley Ave, Libertyville, IL60048"	5		5656	2008	14810.4	@properties	http://www.zillow.com/homedetails/325-Mckinley-Ave-Libertyville-IL-60048/4842174_zpid/		0	53	325 Mckinley Ave	 Libertyville	IL	60048
119	1		1	1	"209,423"	1	5	1	2		6.666666667	House For Sale	212000	216000	3	"3717 Scotsdale Dr, Swansea, IL62226"	5	4	2881	2010		RE/MAX ALLIANCE	http://www.zillow.com/homedetails/3717-Scotsdale-Dr-Swansea-IL-62226/102970078_zpid/		0	10	3717 Scotsdale Dr	 Swansea	IL	62226
120							4	1	0		6	House For Sale	299900	291000	3	"2101 Mullikin Dr, Champaign, IL61822"	4	3	2644	2001	"8,760"	Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/2101-Mullikin-Dr-Champaign-IL-61822/55097908_zpid/		0	1	2101 Mullikin Dr	 Champaign	IL	61822
121							2	1	0		7.666666667	Townhouse For Sale	149900		3	"312 Cascade Ln # 312, Oswego, IL60543"	2	2	1549	1997		Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/312-Cascade-Ln-312-Oswego-IL-60543/2104256340_zpid/		0	37	312 Cascade Ln # 312	 Oswego	IL	60543
122	1			1	"135,000"	1	3	1	1		6.666666667	House For Sale	129900	124000	3	"1865 Leatherleaf Trl, Hebron, IL60034"	3	2	2507	2007		Success Realty Partners	http://www.zillow.com/homedetails/1865-Leatherleaf-Trl-Hebron-IL-60034/83393347_zpid/		0	3	1865 Leatherleaf Trl	 Hebron	IL	60034
123	1		1	1	"38,000"		6	1	2		2.333333333	Foreclosure	144500	132000	3	"5404 W Crystal St, Chicago, IL60651"	2	2	1110	1915	"3,125"	Eleven Hills LLC	http://www.zillow.com/homedetails/5404-W-Crystal-St-Chicago-IL-60651/3796234_zpid/		61	73	5404 W Crystal St	 Chicago	IL	60651
124	1		1	1	"308,000"		8	1	0		9.333333333	House For Sale	289900	259000	3	"13754 Mccabe Dr, Orland Park, IL60467"	3		2085	1991	"10,018"	"Delta Realty, Corp."	http://www.zillow.com/homedetails/13754-Mccabe-Dr-Orland-Park-IL-60467/4179727_zpid/		0	15	13754 Mccabe Dr	 Orland Park	IL	60467
125	1			1	"177,000"		6	1	0		8	Foreclosure	51500	133000	3	"120 E 6th St, Lockport, IL60441"	2	2		1913	"7,405"	Homepath	http://www.zillow.com/homedetails/120-E-6th-St-Lockport-IL-60441/5384429_zpid/		0	62	120 E 6th St	 Lockport	IL	60441
126	1	1	1	1	"128,000"	1	6	1	0		9.333333333	House For Sale	249900	265000	3	"30 2nd St, Downers Grove, IL60515"	3	1	1288	1958	"10,454"	RE/MAX Enterprises	http://www.zillow.com/homedetails/30-2nd-St-Downers-Grove-IL-60515/4568032_zpid/		0	37	30 2nd St	 Downers Grove	IL	60515
127	1			1	"58,277"		6	1	2		1.666666667	House For Sale	128900		3	"414 S Lasalle St, Aurora, IL60505"	3	2	1469	1926		CENTURY 21 Affiliated	http://www.zillow.com/homedetails/414-S-Lasalle-St-Aurora-IL-60505/4708659_zpid/		0	60	414 S Lasalle St	 Aurora	IL	60505
128				1	"246,500"		2	1	0		4.666666667	Condo For Sale	284900		3	"4745 N Malden St # 1S, Chicago, IL60640"	2	2	1600	1917		CENTURY 21 Affiliated	http://www.zillow.com/homedetails/4745-N-Malden-St-1S-Chicago-IL-60640/3705236_zpid/		77	94	4745 N Malden St # 1S	 Chicago	IL	60640
129	1			1	"100,000"		3	1	0		8.666666667	Townhouse For Sale	139900		3	"400 Wedgewood Cir, Lake In the Hills, IL60156"	3		1414	2000		CENTURY 21 1st Class Homes	http://www.zillow.com/homedetails/400-Wedgewood-Cir-Lake-In-The-Hills-IL-60156/5060888_zpid/		0	19	400 Wedgewood Cir	 Lake In the Hills	IL	60156
130	1		1				2	1	0		5	Condo For Sale	74900		3	"2202 Echelon Cir # 2202, Matteson, IL60443"	2	2	1409	2007		@properties	http://www.zillow.com/homedetails/2202-Echelon-Cir-2202-Matteson-IL-60443/2104257440_zpid/		0	43	2202 Echelon Cir # 2202	 Matteson	IL	60443
131	1				"156,000"		2	1	0		7.666666667	Condo For Sale	169900	199000	3	"1500 S Ardmore Ave APT 401, Villa Park, IL60181"	2	2	1603	1998		@properties	http://www.zillow.com/homedetails/1500-S-Ardmore-Ave-APT-401-Villa-Park-IL-60181/4485144_zpid/		0	67	1500 S Ardmore Ave APT 401	 Villa Park	IL	60181
132			1			1	7	1	0		9.666666667	House For Sale	425000	320000	3	"1191 Taylor Ave, Highland Park, IL60035"	4	2	1900	1925	"7,463"	@properties	http://www.zillow.com/homedetails/1191-Taylor-Ave-Highland-Park-IL-60035/4904540_zpid/		0	40	1191 Taylor Ave	 Highland Park	IL	60035
133	1		1			1	2	1	0		3.666666667	Condo For Sale	239000	229000	3	"5455 N Sheridan Rd APT 2801, Chicago, IL60640"	2	2	1300	1969		@properties	http://www.zillow.com/homedetails/5455-N-Sheridan-Rd-APT-2801-Chicago-IL-60640/3699891_zpid/		76	66	5455 N Sheridan Rd APT 2801	 Chicago	IL	60640
134					"237,500"		2	1	0		4.666666667	Condo For Sale	149900		3	"10740 S Washington St APT 303, Oak Lawn, IL60453"	2	2		2005		Coldwell Banker Residential Brokerage - Orland Park	http://www.zillow.com/homedetails/10740-S-Washington-St-APT-303-Oak-Lawn-IL-60453/80821463_zpid/		0	24	10740 S Washington St APT 303	 Oak Lawn	IL	60453
135			1		"213,493"		8	1	0		8.333333333	House For Sale	369000		3	"2312 Feldott Ln, Naperville, IL60540"	4		2265	1995	"6,270"	Coldwell Banker Residential Brokerage - Naperville	http://www.zillow.com/homedetails/2312-Feldott-Ln-Naperville-IL-60540/4511426_zpid/		0	43	2312 Feldott Ln	 Naperville	IL	60540
136					"165,500"		5	1	1		6	Condo For Sale	129900		3	"909 E Kenilworth Ave UNIT 316, Palatine, IL60074"	2	2		1974		Coldwell Banker Residential Brokerage - Northwest	http://www.zillow.com/homedetails/909-E-Kenilworth-Ave-UNIT-316-Palatine-IL-60074/60259328_zpid/		0	24	909 E Kenilworth Ave UNIT 316	 Palatine	IL	60074
137	1		1	1			5	1	1		6	Condo For Sale	125000		3	"2920 N Harlem Ave APT 2D, Elmwood Park, IL60707"	2	1		1970		Coldwell Banker Residential Brokerage - Edgebrook	http://www.zillow.com/homedetails/2920-N-Harlem-Ave-APT-2D-Elmwood-Park-IL-60707/49916784_zpid/	1	0	75	2920 N Harlem Ave APT 2D	 Elmwood Park	IL	60707
138		1	1				4	1	0		5.666666667	House For Sale	389900		3	"1056 Honeysuckle Dr, Wheeling, IL60090"	4		2100	1984	"6,825"	Coldwell Banker Residential Brokerage - Northwest	http://www.zillow.com/homedetails/1056-Honeysuckle-Dr-Wheeling-IL-60090/3296912_zpid/		0	40	1056 Honeysuckle Dr	 Wheeling	IL	60090
139					"153,000"		6	1	7		5.666666667	House For Sale	759000	1050000	3	"4240 Nottingham Ct, Lisle, IL60532"	6		5404	1999	15246	RE/MAX Action	http://www.zillow.com/homedetails/4240-Nottingham-Ct-Lisle-IL-60532/4525430_zpid/		0	22	4240 Nottingham Ct	 Lisle	IL	60532
140							5	1	1		6.666666667	House For Sale	319999	382000	3	"7112 Congress Ct, Gurnee, IL60031"	5		3058	1996	18295.2	RE/MAX Top Performers	http://www.zillow.com/homedetails/7112-Congress-Ct-Gurnee-IL-60031/4796082_zpid/		0	24	7112 Congress Ct	 Gurnee	IL	60031
141					"392,500"		4	1	1		6.666666667	House For Sale	399000	394000	3	"1549 Greystone Dr, Gurnee, IL60031"	4		3804	2000	11761.2	RE/MAX Top Performers	http://www.zillow.com/homedetails/1549-Greystone-Dr-Gurnee-IL-60031/51680366_zpid/		0	15	1549 Greystone Dr	 Gurnee	IL	60031
142	1	1	1	1	"240,500"	1	1	1	2	1	7.666666667	House For Sale	245000	218000	3	"612 Shamrock Dr, O Fallon, IL62269"	4	4	2900	1994	20473.2	RE/MAX PREFERRED - OFALLON	http://www.zillow.com/homedetails/612-Shamrock-Dr-O-Fallon-IL-62269/5249987_zpid/		0	30	612 Shamrock Dr	 O Fallon	IL	62269
143							5	1	0		4	Foreclosure	215180		3	"1633 Kenilworth Ave, Berwyn, IL60402"	5	3	2674	1952	"5,105"	REALHome Services and Solutions	http://www.zillow.com/homedetails/1633-Kenilworth-Ave-Berwyn-IL-60402/2104266103_zpid/		0	63	1633 Kenilworth Ave	 Berwyn	IL	60402
144					"120,000"		6	1	1		5	Condo For Sale	142900		3	"816 E Kings Row UNIT 3, Palatine, IL60074"	3	2				Coldwell Banker Residential Brokerage - Buffalo Grove	http://www.zillow.com/homedetails/816-E-Kings-Row-UNIT-3-Palatine-IL-60074/3246929_zpid/		0	14	816 E Kings Row UNIT 3	 Palatine	IL	60074
145					"87,000"		5	1	0		9	Foreclosure	65000	125000	3	"403 Maple St, Chenoa, IL61726"	5	2	2359	1889	12632.4		http://www.zillow.com/homedetails/403-Maple-St-Chenoa-IL-61726/76992126_zpid/		0	34	403 Maple St	 Chenoa	IL	61726
146							2	1	0		7.333333333	Foreclosure	199900		3	"437 Arboretum Dr, Lombard, IL60148"	2	2	1280	1995			http://www.zillow.com/homedetails/437-Arboretum-Dr-Lombard-IL-60148/2104266151_zpid/		0	40	437 Arboretum Dr	 Lombard	IL	60148
147							4	1	0		5.666666667	Foreclosure	77700		3	"33836 Five Points Rd, Kingston, IL60145"	4	2	1920	1968	"10,890"	REALHome Services and Solutions	http://www.zillow.com/homedetails/33836-Five-Points-Rd-Kingston-IL-60145/2104266153_zpid/		0	0	33836 Five Points Rd	 Kingston	IL	60145
148	1			1	"135,000"		6	1	0		4	House For Sale	51500	57000	3	"1016 Garfield Ave, Belvidere, IL61008"	3	2	1520	1900	"7,405"	"5 Points Realtors, Inc."	http://www.zillow.com/homedetails/1016-Garfield-Ave-Belvidere-IL-61008/91341230_zpid/		0	59	1016 Garfield Ave	 Belvidere	IL	61008
149					"104,000"		2	1	0		7	Condo For Sale	103900	93000	3	"1 Andy Ct APT 6, Bloomington, IL61704"	2	2	1764	1998		RE/MAX CHOICE	http://www.zillow.com/homedetails/1-Andy-Ct-APT-6-Bloomington-IL-61704/76989047_zpid/		0	7	1 Andy Ct APT 6	 Bloomington	IL	61704
150					"66,700"		2	1	0		5.333333333	House For Sale	209900	184000	3	"1008 Monroe Dr, Bloomington, IL61701"	2	2	1914	1952		RE/MAX CHOICE	http://www.zillow.com/homedetails/1008-Monroe-Dr-Bloomington-IL-61701/76981563_zpid/		0	50	1008 Monroe Dr	 Bloomington	IL	61701
151				1		1	3	1	0		8.666666667	Apartment For Sale	224900	522000	3	"1913 Asbury Ave, Evanston, IL60201"	7			1889	"2,178"	RE/MAX Cityview	http://www.zillow.com/homedetails/1913-Asbury-Ave-Evanston-IL-60201/2123013439_zpid/		0	74	1913 Asbury Ave	 Evanston	IL	60201
152	1			1			7	1	2		6.666666667	House For Sale	99000	181000	3	"7134 Flora Rd, Rockford, IL61101"	3	2	1880	1971	50529.6	United Realty Professionals	http://www.zillow.com/homedetails/7134-Flora-Rd-Rockford-IL-61101/83390910_zpid/		0	3	7134 Flora Rd	 Rockford	IL	61101
153	1			1	"273,585"		4	1	0		5.666666667	Foreclosure	279000	263000	3	"1538 Apple Valley Rd, Bolingbrook, IL60490"	4	3	2350	2003	"6,969"	Homepath	http://www.zillow.com/homedetails/1538-Apple-Valley-Rd-Bolingbrook-IL-60490/61233819_zpid/		0	33	1538 Apple Valley Rd	 Bolingbrook	IL	60490
154	1		1	1	"120,000"	1	6	1	2		5.333333333	Foreclosure	89900	117000	3	"601 Lawndale Ave, Woodstock, IL60098"	3	2	1040	1958	"6,098"	RE/MAX Unlimited Northwest	http://www.zillow.com/homedetails/601-Lawndale-Ave-Woodstock-IL-60098/5038490_zpid/		0	64	601 Lawndale Ave	 Woodstock	IL	60098
155	1		1	1	"233,500"	1	8	1	1	1	7.333333333	House For Sale	298900	270000	3	"3413 Ivywild Ln, New Lenox, IL60451"	3	3	2200	1994		Baird & Warner Real Estate	http://www.zillow.com/homedetails/3413-Ivywild-Ln-New-Lenox-IL-60451/5415760_zpid/		0	0	3413 Ivywild Ln	 New Lenox	IL	60451
156	1	1		1	"166,500"		7	1	1		4.333333333	Foreclosure	99900	138000	3	"316 Ingleside Ave, Aurora, IL60506"	4	3	1520	1939		Baird & Warner Real Estate	http://www.zillow.com/homedetails/316-Ingleside-Ave-Aurora-IL-60506/4701422_zpid/		0	53	316 Ingleside Ave	 Aurora	IL	60506
157	1			1		1	6	1	0		9	House For Sale	1475000		3	"11 Emek Izrael, Ganey Tikva, IL55900"	6	4	2500	1984	"5,500"	Aspect Realty inc	http://www.zillow.com/homedetails/11-Emek-Izrael-Ganey-Tikva-IL-55900/2104267425_zpid/	1	0	0	11 Emek Izrael	 Ganey Tikva	IL	55900
158	1		1	1	"395,000"	1	1	1	1		4.666666667	Auction	from $70K		3	"3155 London Dr, Olympia Fields, IL60461"	4		4018	1998	24393.6	Auction.com	http://www.zillow.com/homedetails/3155-London-Dr-Olympia-Fields-IL-60461/4306727_zpid/		0	19	3155 London Dr	 Olympia Fields	IL	60461
159							5	1	0		8.666666667	House For Sale	749000		3	"290 Maple Ln, Glen Ellyn, IL60137"	5		2800	1956	22215.6	Berkshire Hathaway HomeServices KoenigRubloff Realty Group	http://www.zillow.com/homedetails/290-Maple-Ln-Glen-Ellyn-IL-60137/2104268137_zpid/		0	58	290 Maple Ln	 Glen Ellyn	IL	60137
160					"68,000"		3	1	6		1.333333333	Auction	from $1K		3	"753 Post Pl, East Saint Louis, IL62205"	3	2	1404	1929	"6,098"	Auction.com	http://www.zillow.com/homedetails/753-Post-Pl-East-Saint-Louis-IL-62205/5230672_zpid/		0	41	753 Post Pl	 East Saint Louis	IL	62205
161					"49,900"		3	1	0		5	Auction	from $20K		3	"70 Carnation Dr, Collinsville, IL62234"	3	2	1820	2000	"10,018"	Auction.com	http://www.zillow.com/homedetails/70-Carnation-Dr-Collinsville-IL-62234/4936415_zpid/		0	0	70 Carnation Dr	 Collinsville	IL	62234
162	1		1	1	"57,000"		2	1	2		3.666666667	Auction	from $5K		3	"791 Condit St, Wood River, IL62095"	2	1		1935	"6,534"	Auction.com	http://www.zillow.com/homedetails/791-Condit-St-Wood-River-IL-62095/4972061_zpid/		0	55	791 Condit St	 Wood River	IL	62095
